ep_id,name,country,group,section_a_items,section_c_items,section_a_count,section_c_count,pdf_path
88552,Julien SANCHEZ,France,Patriots for Europe Group,"Maire de Beaucaire (A ce titre, je siège dans le conseil d'administration de plusieurs organismes de manière bénévole -liste sur demande)33008 || Vice-Président de la Communauté de Communes Beaucaire Terre d'Argence (A ce titre, je siège dans le conseil d'administration de plusieurs organismes de manière bénévole -liste sur demande)12036 || Président Du SIVU de la piscine de Beaucaire Tarascon8966 || Conseiller Régional d'Occitanie 35280 || Vice-Président du Rassemblement National","Conseiller municipal de Beaucaire à partir du 29 juillet 2024 (A ce titre, je siège dans le conseil d'administration de plusieurs organismes de manière bénévole -liste sur demande) || Conseiller communautaire de la Communauté de Communes Beaucaire Terre d'Argence (A ce titre, je siège dans le conseil d'administration de plusieurs organismes de manière bénévole -liste sur demande) || Président Du SIVU de la piscine de Beaucaire Tarascon (démission prévue avant le 31 août || 753 || Vice-Président du Rassemblement National",5,5,declarations/88552_Julien_SANCHEZ.pdf
257001,Elena SANCHO MURILLO,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Febrero 2024 a junio de 2024: Directora de compras y logística Magma s.l38000 || Octubre 2020 - enero 2024: Ingeniera de compras Phier Sensor & Controls S.A32500 || Junio 2015 - junio 2024: Concejala del Ayuntamiento de RibaforadaÚnicamente dietas por asistencia a plenos y comisiones con un importe máximo anual de 1800 eurosYearly || Septiembre 2019 a junio de 2023: Miembro de la Ejecutiva Permanente de la Mancomunidad de residuos de la Ribera2200 euros totales al año en concepto de dietas de asistencia a la Comisión Parmanete y a la Asamblea GeneralYearly || Julio 2023 a junio 2024: Asamblea general de la mancomunidad de residuos de la Ribera300 euros totales al año en concepto de dietas de asistencia a la Asamblea GeneralYearly || Diciembre 2020 a Diciembre 2023: Vicepresidenta de la Asociación Banda de Música de RibaforadaXEN,,6,0,declarations/257001_Elena_SANCHO_MURILLO.pdf
127766,Jussi SARAMO,Finland,The Left group in the European Parliament - GUE/NGL,Member of the Finnish Parliament and Group Leader98222 || Vantaa and Kerava Council Member 5120 || Vantaa City Council Member 4416 || Fortum Oyj Advisory Board 1200 || Cooperative Tradeka Council Member 550 || Public Workers Union (JHL) Council Member360 || First Vice-Chair of the Left Alliance (from 2019 to 2022)XFI,,7,0,declarations/127766_Jussi_SARAMO.pdf
197578,Silvia SARDONE,Italy,Patriots for Europe Group,Deputata al Parlamento Europeo Informazione pubblicaMensile || Consigliere Comune di Milano || Membro onorario Associazione Poliziotti italiani || Commissario Lega per la città di Milano || Militante Lega Salvini Premier sezione di Milano || Lavoratore dipendente (giuslavorista) presso Milano Serravalle - Milano Tangenziali SpA (in aspettativa non retribuita da 01.04.2018)XIT,Membro onorario Associazione Poliziotti italiani || Militante Lega Salvini Premier sezione di Milano || Consigliere comunale città di Milano || Lavoratore dipendente (giuslavorista) presso Milano Serravalle - Milano Tangenziali SpA (in aspettativa non retribuita da 01.04.2018)XIT,6,4,declarations/197578_Silvia_SARDONE.pdf
256815,Marjan ŠAREC,Slovenia,Renew Europe Group,"Poslanec v Državnem zboru, Minister za obrambo70000 || Predsednik stranke LMŠ (do sredine leta || Član Sveta stranke GS (od leta 2022) XSL",Član Sveta stranke GS XSL,3,1,declarations/256815_Marjan_ŠAREC.pdf
256905,Eric SARGIACOMO,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Chargé de mission collectivité territoriale Conseil Départementale de Landes44000 || Conseiller régional Nouvelle Aquitaine 24000 || Président de la régie régionale des transports des Landes || Membre du conseil d'administration du comité régional du tourisme de Nouvelle Aquitaine || Membre du conseil d'administration du lycée Jean Garnier Morcenx || Membre du conseil d'administration du lycée Jean Taris Peyrehorade || Conseil d'administration du lycée Gaston Crampe Aire sur l'AdourXFR,Conseiller régional Nouvelle Aquitaine 24000 || Président de la régie régionale des transports des Landes || Membre du conseil d'administration du comité régional du tourisme de Nouvelle Aquitaine || Membre du conseil d'administration du lycée Jean Garnier Morcenx || Membre du conseil d'administration du lycée Jean Taris Peyrehorade || Conseil d'administration du lycée Gaston Crampe Aire sur l'AdourXFR,7,6,declarations/256905_Eric_SARGIACOMO.pdf
197500,Mounir SATOURI,France,Group of the Greens/European Free Alliance,Membre du Parlement Européen Information publiqueMensuelle || Président de l'Association Espoir || Président de SAS RM Conseil & DéveloppementXFR,Président de l'Association Espoir || Président de SAS RM Conseil & DéveloppementXFR,3,2,declarations/197500_Mounir_SATOURI.pdf
256809,Paulius SAUDARGAS,Lithuania,Group of the European People's Party (Christian Democrats),Lietuvos Respublikos Seimo narys 2500,"Tėvynės sąjunga-Lietuvos krikščionys demokratai, vicepirmininkasXLT",1,1,declarations/256809_Paulius_SAUDARGAS.pdf
256917,Majdouline SBAI,France,Group of the Greens/European Free Alliance,"Présidente Fashion Green Hub 35000 || Enseignante Université de Lille 5000 || Droits d'auteur 1500 || Membre du comité scientifique Clear Fashion || Membre du comité ""entreprise à mission"" Jules || Membre coopérative BARAKA (Tiers-Lieux)",Membre coopérative BARAKA (Tiers-Lieux) || Membre et administratrice Fashion Green HubXEN,6,2,declarations/256917_Majdouline_SBAI.pdf
257113,Antonella SBERNA,Italy,European Conservatives and Reformists Group,"Comune di Viterbo Assessore Servizi Sociali 2705 || Comune di Viterbo Consigliere Comunale 1800 || Dipendente ""Inrete"" 4790 || Collaborazione Camera dei Deputati Italia 1750 || Collaborazione DIGIT Consulting 4971 || Dipendente DIGIT Consulting 6563 || Dipendente ""Inrete"" anno 2023 (in aspettativa) || Segretaria FIDAPA Sezione di Viterbo || Vice delegata SOROPTIMIST INTERNATIONAL D'ITALIA Club di VITERBO || Socio fondatore Associazione Il Profferlo ViterboXIT11. Socio associazione Inner Wheel club di ViterboXIT",Segretaria FIDAPA Sezione di Viterbo || Vice delegata SOROPTIMIST INTERNATIONAL D'ITALIA Club di VITERBO || Socio fondatore Associazione Il Profferlo Viterbo || Comune di Viterbo Consigliere Comunale Importo da definire in base alla partecipazione ai consigli comunali || Socio associazione Inner Wheel club di ViterboXIT,10,5,declarations/257113_Antonella_SBERNA.pdf
37312,Christel SCHALDEMOSE,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,"Medlem af Europa-Parlamentet siden 2006. Honoraroplysninger kan findes på Europa- Parlamentets hjemmeside. Vi er blevet anbefalet at erklære det på denne måde, men selvfølgeligt har jeg fået honorar.offentlig informationMånedligt || Medlem af den rådgivende bestyrelse for ECMI, The European Center for Minority Issues, ECMI || Medlem af Tænketanken Europas advisory board for projektet Biosolutions 2030 || Medlem af Socialdemokratiets HovedbestyrelseXDA","Medlem af den rådgivende bestyrelse for ECMI, The European Center for Minority Issues, ECMI. || Medlem af Tænketanken Europas advisory board for projektet Biosolutions 2030 || Medlem af Socialdemokratiets Hovedbestyrelse.XDA",4,3,declarations/37312_Christel_SCHALDEMOSE.pdf
213330,Ernő SCHALLER-BAROSS,Hungary,Patriots for Europe Group,Az Európai Parlament tagja Nyilvános információkHavonta || Miniszterelnökség – miniszteri biztos || Magyar Golf Szövetség – elnökségi tag || Habsburg Ottó Alapítvány – felügyelőbizottsági tag400000 || Kuratóriumi tag - Millenáris Alapítvány 600000 || Kereszténydemokrata Intézet Alapítvány - kuratóriumi tag || Magyar-Brit Társaság - alelnök XHU,Magyar Golf Szövetség - elnökségi tag || Kereszténydemokrata Intézet Alapítvány - kuratóriumi tag || Miniszterelnökség - miniszteri biztos || Magyar-Brit Társaság - alelnök XHU,7,4,declarations/213330_Ernő_SCHALLER-BAROSS.pdf
256979,Oliver SCHENK,Germany,Group of the European People's Party (Christian Democrats),Chef der Staatskanzlei und Staatsminister für Bundesangelegenheiten und Medien im Freistaat Sachsen (2021)179818 || Chef der Staatskanzlei und Staatsminister für Bundesangelegenheiten und Medien im Freistaat Sachsen (2022)180114 || Chef der Staatskanzlei und Staatsminister für Bundesangelegenheiten und Medien im Freistaat Sachsen (2023)185259 || Beirat Ost der LBBW Sachsen Bank 2600 || Aufsichtsratsmitglied der Mitteldeutschen Medienförderung GmbH || Wirtschaft für ein weltoffenes Sachsen e.V . - Kuratoriumsmitglied || Fraunhofer Institut für internationales Management und Wissensökonomie IMW - KuratoriumsmitgliedXDE,Wirtschaft für ein weltoffenes Sachsen e.V . - Kuratoriumsmitglied || Fraunhofer Institut für internationales Management und Wissensökonomie IMW - KuratoriumsmitgliedXDE,7,2,declarations/256979_Oliver_SCHENK.pdf
257084,Joanna SCHEURING-WIELGUS,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Posłanka na Sejm RP 213540,,1,0,declarations/257084_Joanna_SCHEURING-WIELGUS.pdf
197670,Andreas SCHIEDER,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || SPÖ Penzing Stv. Bezirksvorsitzender || SPÖ Wien V orstandsmitglied || SPÖ Bundesparteipräsidium kooptiert || SPÖ Bundesparteivorstand kooptiert || Dr. Karl Renner Institut Mitglied Exekutivkomitee || SK Rapid Wien Mitglied Kuratorium || Naturfreunde Österreich Bundesvorsitzender || V olkshochschule Penzing Förderverein V orsitzender || PES/SPE Presidency Member || Österreichisches Institut für internationale Politik V orstand MitgliedXDE,SPÖ Bundesparteipräsidium kooptiert || SPÖ Bundesparteivorstand kooptiert || SPÖ Wien V orstandsmitglied || SPÖ Wien Bezirksorganisation Penzing Stv. V orsitzender || Dr. Karl Renner Institut Mitglied Exekutivkomitee || Naturfreunde Österreich Bundesvorsitzender || VHS Penzing Förderverein V orsitzender || SK Rapid Wien Beirat Mitglied || Österreichisches Institut für internationale Politik V orstand Mitglied || PES/SPE Presidency Member,11,10,declarations/197670_Andreas_SCHIEDER.pdf
256833,Lena SCHILLING,Austria,Group of the Greens/European Free Alliance,Kolumnistin bei der Kronenzeitung (von Juni 2023 bis Februar 2024)400 || Buchautorin (Amalthea Verlag) (2023) 2848 || Tanzunterricht 300 || Teilnahme an TV-Diskussionen (Puls4) 400 || Obfrau im Verein zur Förderung von politischer PartizipationXDE,,5,0,declarations/256833_Lena_SCHILLING.pdf
190517,Martin SCHIRDEWAN,Germany,The Left group in the European Parliament - GUE/NGL,Member of the European Parliament public information monatlich || Co-president of DIE LINKE since 06/2022 || Member of Party Board DIE LINKE,Co-president of DIE LINKE since 06/2022,3,1,declarations/190517_Martin_SCHIRDEWAN.pdf
197422,Christine SCHNEIDER,Germany,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments öffentliche Informationenmonatlich || Mitglied im Kreistag Südliche Weinstraße 90 || Mitglied im Förderverein Christine hilft e.V || Bezirksvorsitzende CDU-Bezirk Rheinhessen-Pfalz || Mitglied im Jagdbeirat der Kreisverwaltung Landau || Stellvertretende Bundesvorsitzende der Frauen UnionXDE,Mitglied im Förderverein Christine hilft e.V . || Bezirksvorsitzende CDU-Bezirk Rheinhessen-Pfalz || Mitglied im Jagdbeirat der Kreisverwaltung Landau || Mitglied im Kreistag Südliche Weinstraße 90 || Stellvertretende Bundesvorsitzende der Frauen UnionXDE,6,5,declarations/197422_Christine_SCHNEIDER.pdf
267485,Volker SCHNURRBUSCH,Germany,Europe of Sovereign Nations Group,,,0,0,declarations/267485_Volker_SCHNURRBUSCH.pdf
28223,Andreas SCHWAB,Germany,Group of the European People's Party (Christian Democrats),"Mitglied des Europäischen Parlaments Einkommen öffentlich einsehbarmonatlich || Rechtsberatung im Zivilrecht und öffentlichen Recht Rechtsanwalt, Of Counsel - CMS Hasche Sigle, Berlin2400 || Mitglied im Beirat - Solaria S.A., Calle de la princesa 2, 28008 Madrid2380 || V orsitzender der CDU Südbaden personelle Unterstützung der Mitarbeiter der CDU Bezirksgeschäftsstellemonatlich || Mitglied im V orstand des deutsch- französischen Instituts || V orsitzender des Vereins der Freunde der Rottweiler Münstersängerknaben e.V . || Mitglied des V orstands des CDU Wirtschaftsrats e.V ., BrüsselXDE","V orsitzender der CDU Südbaden personelle Unterstützung der Mitarbeiter der CDU Bezirksgeschäftsstellemonatlich || Mitglied im V orstand des deutsch- französischen Instituts || V orsitzender des Vereins der Freunde der Rottweiler Münstersängerknaben e.V . || Mitglied des V orstands des CDU Wirtschaftsrats e.V ., BrüsselXDE",7,4,declarations/28223_Andreas_SCHWAB.pdf
257139,Benedetta SCUDERI,Italy,Group of the Greens/European Free Alliance,Consulente di sostenibilitá - Ventitrenta Societá Benefit (10/2020-03/2023)25000 || Consulente Sostenibilitá - AzzeroCO2 (03/2023-06/2024)29000 || Coportavoce - Federation of Young European Greens (Giovani Verdi Europei) || Educatrice progetti di sostenibilitá - prestazione occasionale600,Co-Portavoce - Federation of Young European Greens (Giovani Verdi Europei)XIT,4,1,declarations/257139_Benedetta_SCUDERI.pdf
197425,Ralf SEEKATZ,Germany,Group of the European People's Party (Christian Democrats),"Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || V orsitzender des Aufsichtsrates der DRK Rettungsdienst gGmbH Westerwald Neuwied Rhein-Lahn || stellv. V orsitzender des DRK Kreisverbandes Westerwald || Gesellschaftsvertreter beim DRK Seniorenzentrum GmbH Westerwald || Gesellschaftsvertreter DRK Westerwald Service GmbH || Mitglied im Kreistag Westerwald 1920,00","V orsitzender des Aufsichtrates der DRK Rettungsdienst gGmbH Westerwald Neuwied Rhein-Lahn || stellv. V orsitzender des DRK Kreisverbandes Westerwald || Gesellschaftervertreter beim DRK Seniorenzentrum GmbH Westerwald || Gesellschaftervertreter DRK Westerwald Service GmbH || Mitglied im Kreistag Westerwald 1920,00",6,5,declarations/197425_Ralf_SEEKATZ.pdf
256959,Alexander SELL,Germany,Europe of Sovereign Nations Group,Referent im Abgeordnetenhaus von Berlin (November 2021 - Juli 2024)7883 || Referent im Deutschen Bundestag (bis Oktober 2021)7345 || Minijob im Deutschen Bundestag (Oktober 2021 - Juli 2024)450 || V orstandsmitglied der AfD in Charlottenburg- Wilmersdorf || Kurator der Desiderius-Erasmus-Stiftung,V orstandsmitglied der AfD in Charlottenburg- Wilmersdorf || Kurator der Desiderius-Erasmus-Stiftung,5,2,declarations/256959_Alexander_SELL.pdf
256999,Rosa SERRANO SIERRA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Delegada del Gobierno de España en Aragón y Senadora por la provincia de Huesca6562,,1,0,declarations/256999_Rosa_SERRANO_SIERRA.pdf
257009,Isabel SERRA SÁNCHEZ,Spain,The Left group in the European Parliament - GUE/NGL,"DIPUTADA DE LA ASAMBLEA DE MADRID4122 || PODEMOS, tareas de portavocia 2542 || ASESORA MINISTERIO DE IGUALDAD ESPAÑA4467 || FUNDACIÓN INSTITUTO REPÚBLICA Y DEMOCRACIA1990 || PODEMOS, tareas de portavocia y coordinacion comunidad de madrid2205 || MIEMBRO DEL PATRONATO REPÚBLICA Y DEMOCRACIAXES",Coordinadora Podemos Comunidad de Madrid || Portavoz Estatal PODEMOS,6,2,declarations/257009_Isabel_SERRA_SÁNCHEZ.pdf
197677,Günther SIDL,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || V orsitzender der SPÖ Bezirksorganisation Melk || Landesgeschäftsführer der Sozialdemokratischen Partei Niederösterreichs || PES Local Schatzmeister || Präsident Niederösterreichische Bildungsakademie (bis 01.05.2024) || Nachhaltigkeitsbeirat der EVN AG 5000 || Mitglied des Landesparteivorstandes SPÖ- NÖ || Stellvertretender V orsitzender der V olkshilfe Bezirk Melk || Mitglied im Bundesbildungspräsidium der SPÖ || V orsitzender des Bundes Sozialdemokratischer AkademikerInnen NÖXDE,V orsitzender des SPÖ Bezirksorganisation Melk || Landesgeschäftsführer der Sozialdemokratischen Partei Niederösterreichs || PES Local Schatzmeister || Nachhaltigkeitsbeirat der EVN AG 5000 || Mitglied des Landesparteivorstandes SPÖ- NÖ || Stellvertretender V orsitzender der V olkshilfe Bezirk Melk || Mitglied im Bundesbildungspräsidium der SPÖXDE,10,7,declarations/197677_Günther_SIDL.pdf
86057,Bartłomiej SIENKIEWICZ,Poland,Group of the European People's Party (Christian Democrats),Poseł na Sejm i Minister Kultury 165650 || Prawa autorskie - felietony 810,,2,0,declarations/86057_Bartłomiej_SIENKIEWICZ.pdf
256971,Lukas SIEPER,Germany,Renew Europe Group,Parteisprecher (Parteivorsitzender) Partei des Fortschritts (PdF) || Rechtsreferendar in NRW 1242 || Korrekturassistent für die Universität Bayreuth529 || Studentischer Mitarbeiter bei der Luther Rechtsanwaltsgesellschaft605,Parteisprecher (Parteivorsitzender) Partei des Fortschritts (PdF)XDE,4,1,declarations/256971_Lukas_SIEPER.pdf
197426,Sven SIMON,Germany,Group of the European People's Party (Christian Democrats),Mitglied des Europäischen Parlaments Öffentliche Informationmonatlich || Gießener Hochschulgesellschaft e.V . || V orsitzender des Vereins Addis-Ethiopia e.V . || Mitglied des Beirates der DFS Deutsche Flugsicherung GmbH2000 || Mitglied des Beirates der DFS Deutsche Flugsicherung GmbH1000 || Mitglied im Präsidium der CDU Hessen,Mitglied im Präsidium der CDU Hessen || Mitglied Gießener Hochschulgesellschaft e.V . || Mitglied der Europa-Union Hessen e.V . || Mitglied der Deutschen Gesellschaft für die Vereinten Nationen e.V .XDE,6,4,declarations/197426_Sven_SIMON.pdf
256946,Christine SINGER,Germany,Renew Europe Group,"Kreisbäuerin des Bayerischen Bauernverbandes556 || Rundfunkrätin des BR 800 || Mitglied im Landwirtschaftsbeirat der Versicherungskammer Bayern2333 || Landes- und Bezirksbäuerin des Bayerischen Bauernverband5500 || V orsitzende des Bäuerlichen Hilfsdienstes e.V . || Mitglied der V orstandschaft Unsere Bayerischen Bauern e.V . || V orsitzende des Stiftungsrats BBV Stiftung Land und Leben || Mitgliedschaft im V orstand des Stiftungsrats Bayerische Kulturlandstiftung || Mitglied der Vertreterversammlung der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau (SVLFG) und Mitglied im Gesundheitsserviceausschuss158 || Mitglied des Kreistags Landkreis Garmisch - Partenkirchen V orsitzende des Beirats für Landwirtschaft und Umwelt Zugspitzregion GmbH60 || Mitglied im Landeskomitee der Katholiken in Bayern || Mitglied der V ollversammlung Stiftung Wertebündnis BayernXDE","Landes- und Bezirksbäuerin des Bayerischen Bauernverband5500 || Mitglied im Aufsichtsrat der VVG Bayern eG 500 || V orsitzende des Bäuerlichen Hilfsdienstes e.V . || Mitglied der V orstandschaft Unsere Bayerischen Bauern e.V . || V orsitzende des Stiftungsrats BBV Stiftung Land und Leben || Mitgliedschaft im V orstand des Stiftungsrats Bayerische Kulturlandstiftung || Mitglied der Vertreterversammlung der Sozialversicherung für Landwirtschaft, Forsten und Gartenbau (SVLFG) und Mitglied im Gesundheitsserviceausschuss158 || Mitglied des Kreistags Landkreis Garmisch - Partenkirchen V orsitzende des Beirats für Landwirtschaft und Umwelt Zugspitzregion GmbH60 || Mitglied im Landwirtschaftsbeirat der Versicherungskammer Bayern4000 || Mitglied der V ollversammlung Stiftung Wertebündnis BayernXDE",12,10,declarations/256946_Christine_SINGER.pdf
201945,Virginijus SINKEVIČIUS,Lithuania,Group of the Greens/European Free Alliance,Member of the European Commission 22300,,1,0,declarations/201945_Virginijus_SINKEVIČIUS.pdf
96932,Birgit SIPPEL,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Mitglied des Europäischen Parlaments öffentliche Informationmonatlich || Mitglied des Präsidiums der NRWSPD,Mitglied des Präsidiums der NRWSPD,2,1,declarations/96932_Birgit_SIPPEL.pdf
2268,Jonas SJÖSTEDT,Sweden,The Left group in the European Parliament - GUE/NGL,"författare journalist 450000 || ledamot av styrelsen UNIS Hanoi, United Nations international schoolXSV",,2,0,declarations/2268_Jonas_SJÖSTEDT.pdf
257085,Krzysztof ŚMISZEK,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,Poseł na Sejm RP 247864 || Wiceprzewodniczący Nowej Lewicy XPL,Wiceprzewodniczący Nowej Lewicy XPL,2,1,declarations/257085_Krzysztof_ŚMISZEK.pdf
256910,Anthony SMITH,France,The Left group in the European Parliament - GUE/NGL,Inspecteur du travail au Ministère du Travail 55200 || Enseignant vacataire Université de Reims Champagne Ardennes5000 || Membre de la commission executive nationale du syndicat CGT du ministère du travail || Membre du conseil d'administration de la Fondation Copernic || Membre du conseil d'administration de la Maison des Lanceurs d'Alerte || Membre du conseil national de l'inspection du travailXFR,Membre du conseil d'administration de la Fondation Copernic || Membre du conseil d'administration de la Maison des Lanceurs d'AlerteXFR,6,2,declarations/256910_Anthony_SMITH.pdf
125325,Sander SMIT,Netherlands,European Conservatives and Reformists Group,Shareholder relations manager and advisor - Twen ce (Oct 2022 - June 2024)84655 || Policy advisor - Accredited Parliamentary Assistant - European Parliament (2014-2022)83556 || Board Member - Association for the Political Centre (2022-2023) || BBB Europe - Core Group Member (2023 - present)XEN,BBB Europe - Core Group Member,4,1,declarations/125325_Sander_SMIT.pdf
197417,Tomislav SOKOL,Croatia,Group of the European People's Party (Christian Democrats),Zastupnik u Europskom parlamentu Javno dostupna informacijamjesečno || ZNANSTVENO-NASTA VNA DJELATNOST6023 || THE || THE || HRV ATSKA DEMOKRATSKA ZAJEDNICA (HDZ) - član Nacionalnog odboraXHR,THE || THE || HRV ATSKA DEMOKRATSKA ZAJEDNICA (HDZ) - član Nacionalnog odboraXHR,5,3,declarations/197417_Tomislav_SOKOL.pdf
257021,Diego SOLIER,Spain,European Conservatives and Reformists Group,Director de tecnología - ATTINDAS Hygiene Partners105122,,1,0,declarations/257021_Diego_SOLIER.pdf
197784,Susana SOLÍS PÉREZ,Spain,Group of the European People's Party (Christian Democrats),Diputada del Parlamento Europeo Información pública Mensual || Miembro de la junta - European Forum for Manufacturing (Noviembre 2021 - Marzo 2023)XES,,2,0,declarations/197784_Susana_SOLÍS_PÉREZ.pdf
256889,Liesbet SOMMEN,Belgium,Group of the European People's Party (Christian Democrats),Directeur Beleid bij Christelijke Mutualiteiten 5011 || Woordvoerder en coördinator Public Affairs Samen voor Slim Statiegeld750 || V oorbereiding memorandum Palliatieve Zorg Vlaanderen1482 || Lid Bestuur cd&v Sint-Katelijne-Waver || Lid Nationale Partijraad cd&v || Lid Nationaal Partijbestuur cd&v XNL,Lid Bestuur cd&v Sint-Katelijne-Waver || Lid Nationale Partijraad cd&v || Lid Nationaal Partijbestuur cd&v XNL,6,3,declarations/256889_Liesbet_SOMMEN.pdf
124834,Martin SONNEBORN,Germany,Non-attached Members,"Mitglied des Europäischen Parlaments Public Information monatlich || Selbstständig-gewerbliche Tätigkeit (Lesungen, V orträge, Autorentätigkeit)65000 || Bundesvorsitzender Die PARTEI || Mitherausgeber Titanic Magazin",Bundesvorsitzender Die PARTEI || Mitherausgeber Titanic Magazin,4,2,declarations/124834_Martin_SONNEBORN.pdf
256871,Malika SOREL,France,Non-attached Members,Ecrivain Editions Fayard 454 || Ecrivain Editions Albin Michel 12000,,2,0,declarations/256871_Malika_SOREL.pdf
257068,Hélder SOUSA SILVA,Portugal,Group of the European People's Party (Christian Democrats),"Presidente Camara de Mafra 3700 || Presidente Conselho de Administracao Empresa Municipal GIATUL, E.M. S.A. || Presidente do Conselho de Administracao SMAS Mafra || Presidente Conselho de Administracao Matadouro Regional de Mafra || Vice-presidente da Associacao Nacional de Municipios Portugueses || Vice-presidente da Area Metropolitana de Lisboa || Representante do Municipio de Mafra na AMTRESXPT",,7,0,declarations/257068_Hélder_SOUSA_SILVA.pdf
111412,Villy SØVNDAL,Denmark,Group of the Greens/European Free Alliance,Member of the City Council of Kolding 25000,,1,0,declarations/111412_Villy_SØVNDAL.pdf
257109,Marco SQUARTA,Italy,European Conservatives and Reformists Group,"Presidente e Consigliere regionale Regione Umbria95640 || Dipendente della societa' ""LATECNOMEDICA SRL""; in aspettativa dal 2015XIT",,2,0,declarations/257109_Marco_SQUARTA.pdf
256916,Mārtiņš STAĶIS,Latvia,Group of the Greens/European Free Alliance,"Rīgas domes deputāts (2024) 11604 || gadā. || Rīgas domes priekšsēdētājs / Rīgas domes deputāts (2023)50223 || Rīgas domes priekšsēdētajs (2022) 45857 || Rīgas domes priekšsēdētājs (2021) 43960 || Valdes loceklis - SCAE Latvia || Padomes loceklis - Pašvaldību finanšu izlīdzināšanas fonds (Finanšu ministrija) || Valdes loceklis - Rīgas un Pierīgas pašvaldību apvienība ""RĪGAS METROPOLE"" || Valdes loceklis - Latvijas Pašvaldību savienība || Valdes loceklis - politiska partija ""Kustība ""Par!"""" || Akcionārs - Infinity Coffee AS (2024) 29346 || gadu lidz amatā stāšanās dienai.LV11. Akcionārs - Infinity Coffee AS (2023) 53357 || gadu. || Akcionārs - Infinity Coffee AS (2022) 49973 || gadu. || Akcionars - Infinity Coffee AS (2021) 13878 || gadu. || Zemessargs - Zemessardzes štābs (2024) 946 || Zemessargs - Zemessardzes štābs (2023) 1045 || Zemessargs - Zemessardzes štābs (2022) 363 || Zemessargs - Zemessardzes štābs (2021) 546",Valdes loceklis - SCAE Latvia XLV,21,1,declarations/256916_Mārtiņš_STAĶIS.pdf
197825,Raffaele STANCANELLI,Italy,Patriots for Europe Group,"Avvocato Percepisce la pensione da avvocato da Luglio || Attualmente equivale a 2738,19 || Parlamentare Europeo Informazione PubblicaSpecificato sezione precedenteIT",,3,0,declarations/197825_Raffaele_STANCANELLI.pdf
272024,Antonín STANĚK,Czechia,Patriots for Europe Group,"Akademie Koruny svatováclavské, z.s. Prtezident Akademie - čestná funkce bez nároku na odměnu či platV olitelná funkce na 4 roky s možností opakovaného zvolení || Řád orla GBruzie Kapitula Česká republika, z.s.Kvestor - čestná funkce bez nároku na plat a odměnyV olená funkce na 4 roky s možností opakovaného zvolení || Vysokoškolský učitel 53500","Akademie Koruny svatováclavské, z.s. Prezident Akademie - čestná funkceV olená funkce na 4 roky s možností opětovného zvolení || Řád orla Gruzie Kapitula Česká republika, z.s.Kvestor - čestná funkceV olená funkce na 4 roky s možností opakovaného zvoleníCS",3,2,declarations/272024_Antonín_STANĚK.pdf
58766,Nicolae ȘTEFĂNUȚĂ,Romania,Group of the Greens/European Free Alliance,Member of the European Parliament Public Information Monthly || Fundatia Comunitara Sibiu || Initiativa pentru cultura democratica europeanaXEN,Fundatia Comunitara Sibiu || Initiativa pentru cultura democratica europeanaXEN,3,2,declarations/58766_Nicolae_ȘTEFĂNUȚĂ.pdf
220897,Petra STEGER,Austria,Patriots for Europe Group,Abgeordnete zum Nationalrat (2024) 10351 || Abgeordnete zum Nationalrat (2021-2023) 9376 || Obfrau der FPÖ Meidling || Mitglied der FPÖ Bundesparteileitung,Obfrau der FPÖ Meidling || Mitglied der FPÖ Bundesparteileitung,4,2,declarations/220897_Petra_STEGER.pdf
119435,Davor Ivo STIER,Croatia,Group of the European People's Party (Christian Democrats),Member of the Croatian Parliament 3762 || Vice-president of the Croatian Paneuropean UnionXEN,Vice-president of the Croatian Paneuropean UnionXEN,2,1,declarations/119435_Davor_Ivo_STIER.pdf
257025,Kristoffer STORM,Denmark,European Conservatives and Reformists Group,Head of PR & Marketing Rekom salary under confidential closureMånedligt || Bzrüdsmedlem Aalborg Kommune 78941 || Helsefonden: Bestyrelsesmedlem 25000 || NOVI A/S: Bestyrelsesmedlem 75000 || Nordjyske Jernbaner: Bestyrelsesformand 70000,Helsefonden: Bestyrelsesmedlem 25000 || NOVI A/S: Bestyrelsesmedlem 75000,5,2,declarations/257025_Kristoffer_STORM.pdf
257255,Stanislav STOYANOV,Bulgaria,Europe of Sovereign Nations Group,Member of the Bulgarian Parliament (2024) 58900 || Member of the Bulgarian Parliament (2023) 90934 || Member of the Bulgarian Parliament (2022) 23724 || Business Analyst (2021-09/2022) 77082,,4,0,declarations/257255_Stanislav_STOYANOV.pdf
